,DateTime,Open,High,Low,Close,Volume
0,1622246400000,1.81705,1.90715,1.51495,1.69553,855389320.8
1,1622332800000,1.69563,1.9721,1.54815,1.86437,915474203.3
2,1622419200000,1.86425,1.93565,1.744,1.87126,678672722.8
3,1622505600000,1.87147,1.9852,1.7614,1.82485,490146867.5
4,1622592000000,1.82492,1.89,1.7496,1.7996,363997932.6
5,1622678400000,1.79913,1.885,1.761,1.82434,311112075.6
6,1622764800000,1.82434,1.825,1.55009,1.63024,533838609.6
7,1622851200000,1.63126,1.697,1.44138,1.52665,335352372.9
8,1622937600000,1.52723,1.59126,1.5109,1.58189,218352782.3
9,1623024000000,1.58158,1.728,1.456,1.48478,450188736.9
10,1623110400000,1.48529,1.52408,1.27644,1.47931,627472738.4
11,1623196800000,1.47934,1.53379,1.35222,1.49033,452418224.8
12,1623283200000,1.49032,1.4999,1.35222,1.36286,274048314.8
13,1623369600000,1.36259,1.38304,1.23,1.2507,246762987.0
14,1623456000000,1.2502,1.39878,1.16,1.33727,426962681.6
15,1623542400000,1.33717,1.4935,1.31132,1.46641,390005058.6
16,1623628800000,1.46641,1.6,1.41349,1.54737,372135319.2
17,1623715200000,1.54793,1.71,1.533,1.62868,504587100.8
18,1623801600000,1.62787,1.63989,1.44764,1.4786,356518743.6
19,1623888000000,1.47892,1.55824,1.45331,1.50324,265325604.4
20,1623974400000,1.50324,1.514,1.30302,1.38,320044401.6
21,1624060800000,1.37972,1.43257,1.34835,1.35812,231250441.0
22,1624147200000,1.35858,1.43821,1.28055,1.39814,258404841.6
23,1624233600000,1.39858,1.41083,1.08266,1.09807,477073488.0
24,1624320000000,1.09802,1.23821,0.928,1.07596,871420354.0
25,1624406400000,1.07503,1.25,1.0271,1.17646,436699313.8
26,1624492800000,1.17707,1.24,1.1341,1.20227,263877652.0
27,1624579200000,1.20241,1.2345,1.0368,1.03904,308460097.3
28,1624665600000,1.03981,1.1037,1.00531,1.07699,236630568.2
29,1624752000000,1.07699,1.11438,1.03411,1.11376,210798965.7
30,1624838400000,1.11408,1.16518,1.08637,1.12095,218281146.4
31,1624924800000,1.12095,1.24985,1.115,1.17193,284862170.4
32,1625011200000,1.17223,1.18157,1.07933,1.16878,217466755.0
33,1625097600000,1.16874,1.16941,1.05987,1.07275,151549036.0
34,1625184000000,1.07275,1.10984,1.04264,1.10263,126537636.7
35,1625270400000,1.10201,1.1465,1.0793,1.11802,118486894.7
36,1625356800000,1.11819,1.17947,1.09466,1.14733,132086411.3
37,1625443200000,1.14769,1.14999,1.08,1.10063,126985673.8
38,1625529600000,1.10051,1.1648,1.1,1.13028,139315705.9
39,1625616000000,1.13028,1.17756,1.12503,1.128,153052469.5
40,1625702400000,1.12801,1.13287,1.0164,1.04172,147649631.4
41,1625788800000,1.04142,1.0695,1.00265,1.052,111501986.4
42,1625875200000,1.05151,1.07165,1.01905,1.0302,77935874.2
43,1625961600000,1.03009,1.05989,1.0202,1.04231,57655857.3
44,1626048000000,1.04324,1.0495,0.96198,0.99456,115406267.9
45,1626134400000,0.99486,0.99573,0.93666,0.94572,104117684.5
46,1626220800000,0.94589,0.96594,0.86824,0.92959,157306893.1
47,1626307200000,0.92939,0.94568,0.85725,0.87913,116311869.3
48,1626393600000,0.87896,0.89741,0.81,0.81149,122539550.4
49,1626480000000,0.81164,0.82219,0.7829,0.80126,128200443.6
50,1626566400000,0.80124,0.85998,0.789,0.7937,116539208.3
51,1626652800000,0.79337,0.8,0.72836,0.73285,120374943.1
52,1626739200000,0.73322,0.7385,0.621,0.68892,370871474.8
53,1626825600000,0.68901,0.945,0.66838,0.88833,713823532.4
54,1626912000000,0.88886,0.93333,0.84266,0.88062,424463228.6
55,1626998400000,0.88044,0.95771,0.85917,0.94856,310882779.9
56,1627084800000,0.94858,0.98676,0.91023,0.94834,239737503.7
57,1627171200000,0.94795,0.9649,0.8859,0.9391,178160974.0
58,1627257600000,0.9391,1.13499,0.93057,1.01403,606612371.0
59,1627344000000,1.01413,1.04578,0.93775,1.02934,194898946.3
