,DateTime,Open,High,Low,Close,Volume
0,1622246400000,2412.34,2574.27,2204.1,2278.74,1379427.18851
1,1622332800000,2278.74,2476.42,2180.53,2385.98,1151113.19883
2,1622419200000,2385.82,2720.0,2271.44,2706.15,1307958.04068
3,1622505600000,2706.15,2740.0,2523.74,2634.57,1179577.10806
4,1622592000000,2634.31,2802.99,2550.0,2706.22,970070.53563
5,1622678400000,2706.21,2891.95,2662.4,2857.25,1024290.89423
6,1622764800000,2857.25,2860.0,2552.0,2689.51,1188314.11191
7,1622851200000,2689.54,2816.87,2552.23,2627.73,961824.12413
8,1622937600000,2627.63,2745.0,2614.0,2711.92,673792.69369
9,1623024000000,2711.92,2847.55,2570.0,2592.05,1152128.07856
10,1623110400000,2592.05,2620.99,2304.91,2507.23,1693747.42759
11,1623196800000,2507.43,2626.63,2405.28,2610.18,1276718.24011
12,1623283200000,2610.2,2624.46,2425.11,2471.09,741237.49926
13,1623369600000,2471.01,2497.99,2321.37,2354.01,587364.27358
14,1623456000000,2354.09,2454.53,2256.22,2370.74,767439.4984
15,1623542400000,2370.64,2548.41,2308.41,2509.33,715948.75986
16,1623628800000,2509.33,2609.17,2461.0,2580.77,684183.55622
17,1623715200000,2580.58,2640.0,2507.7,2543.54,599826.64933
18,1623801600000,2543.55,2556.19,2351.18,2367.89,624741.78358
19,1623888000000,2368.02,2460.5,2306.0,2373.28,560667.58566
20,1623974400000,2373.28,2378.0,2139.0,2234.09,778905.20197
21,1624060800000,2234.09,2278.82,2161.67,2164.67,496872.24997
22,1624147200000,2165.34,2280.01,2040.68,2243.47,743883.64741
23,1624233600000,2243.49,2260.16,1865.54,1885.49,1629819.66576
24,1624320000000,1885.27,1998.0,1700.48,1879.28,1695338.08052
25,1624406400000,1879.29,2045.0,1821.95,1968.14,918612.30494
26,1624492800000,1967.95,2036.61,1884.79,1989.52,701231.67478
27,1624579200000,1989.53,2019.99,1791.22,1808.82,858808.54767
28,1624665600000,1808.97,1852.8,1717.32,1829.64,832315.14904
29,1624752000000,1829.84,1984.5,1804.26,1982.28,696055.79307
30,1624838400000,1982.27,2145.0,1960.52,2084.41,1044244.68308
31,1624924800000,2084.42,2245.0,2073.57,2165.33,831257.23277
32,1625011200000,2165.46,2287.78,2087.99,2275.68,910583.6032
33,1625097600000,2275.68,2275.93,2073.12,2106.41,787865.25137
34,1625184000000,2106.41,2160.0,2018.5,2154.13,672282.37476
35,1625270400000,2153.95,2240.0,2112.01,2226.99,569264.801
36,1625356800000,2226.99,2389.93,2189.58,2322.69,590656.25069
37,1625443200000,2322.69,2324.64,2157.32,2196.53,781806.31605
38,1625529600000,2196.85,2350.0,2193.0,2322.5,785330.17152
39,1625616000000,2322.51,2409.0,2291.9,2316.57,666501.35572
40,1625702400000,2316.25,2325.6,2084.79,2116.33,880265.04124
41,1625788800000,2116.32,2189.4,2046.51,2146.99,738611.36304
42,1625875200000,2146.99,2194.82,2074.16,2110.69,499071.85904
43,1625961600000,2110.68,2174.0,2081.02,2140.45,342294.40302
44,1626048000000,2140.54,2167.83,2006.68,2031.58,540630.10742
45,1626134400000,2031.57,2047.35,1918.0,1940.15,647388.24969
46,1626220800000,1940.44,2019.18,1865.0,1994.58,690505.60937
47,1626307200000,1994.41,2042.88,1881.0,1919.51,645271.32563
48,1626393600000,1919.54,1965.0,1850.0,1876.26,577068.89724
49,1626480000000,1876.47,1919.19,1844.45,1899.59,430300.51578
50,1626566400000,1899.5,1993.79,1877.1,1891.64,534837.63654
51,1626652800000,1891.65,1919.0,1805.0,1818.73,547419.93771
52,1626739200000,1818.73,1841.34,1706.0,1786.03,786257.272
53,1626825600000,1786.03,2035.23,1747.55,1995.5,1115949.82033
54,1626912000000,1995.5,2046.0,1947.62,2024.56,768854.3659
55,1626998400000,2024.27,2130.9,1993.22,2124.25,708160.91322
56,1627084800000,2124.26,2199.5,2105.58,2184.75,633075.18592
57,1627171200000,2184.9,2197.41,2105.93,2189.79,535630.27
58,1627257600000,2189.82,2433.65,2171.57,2228.08,1393738.163
59,1627344000000,2227.81,2280.0,2150.5,2265.76,463480.88177
