,DateTime,Open,High,Low,Close,Volume
0,1622246400000,0.0037372,0.0038846,0.0033889,0.0035328,12406843605.0
1,1622332800000,0.0035368,0.0037469,0.0033289,0.0036435,13748670008.0
2,1622419200000,0.0036437,0.0038562,0.0034939,0.0038418,11775118218.0
3,1622505600000,0.0038435,0.0038943,0.003655,0.0037551,10090662445.0
4,1622592000000,0.0037551,0.0039453,0.0036957,0.003831,11328792609.0
5,1622678400000,0.003831,0.0043499,0.0037724,0.004265,20894548783.0
6,1622764800000,0.0042675,0.0045817,0.0037911,0.0041914,51506319018.0
7,1622851200000,0.0041944,0.0043144,0.0038656,0.0039936,15916124400.0
8,1622937600000,0.003992,0.0040487,0.0039488,0.0040248,7622215556.0
9,1623024000000,0.004027,0.004082,0.003581,0.0036184,12290155204.0
10,1623110400000,0.0036206,0.0037975,0.0033847,0.0036994,19444018224.0
11,1623196800000,0.0036999,0.0038181,0.0035054,0.0038079,15860912387.0
12,1623283200000,0.003808,0.00382,0.0035509,0.0036028,11110462868.0
13,1623369600000,0.0036063,0.0036792,0.0034306,0.0034765,8639666783.0
14,1623456000000,0.0034758,0.0035585,0.003293,0.0033649,8257487510.0
15,1623542400000,0.0033639,0.0036112,0.0033194,0.0035252,7976380082.0
16,1623628800000,0.0035252,0.003577,0.0034388,0.0035375,8412628075.0
17,1623715200000,0.0035381,0.003581,0.0034421,0.0034812,7628841762.0
18,1623801600000,0.0034812,0.0035,0.0033038,0.0033332,7686571174.0
19,1623888000000,0.0033348,0.0034046,0.0032461,0.0033454,7634334634.0
20,1623974400000,0.003345,0.0033457,0.0029932,0.003091,9838358779.0
21,1624060800000,0.0030921,0.0031072,0.0029676,0.0029684,7108587805.0
22,1624147200000,0.0029678,0.00298,0.0026535,0.0029146,11374829800.0
23,1624233600000,0.0029146,0.0029261,0.0020381,0.0020595,25235849061.0
24,1624320000000,0.0020595,0.0023322,0.001775,0.0021482,48057030500.0
25,1624406400000,0.0021481,0.0024691,0.0020151,0.0023845,22167677025.0
26,1624492800000,0.0023823,0.002655,0.0023574,0.0025919,23926321714.0
27,1624579200000,0.0025933,0.002695,0.0022784,0.0023356,20326848694.0
28,1624665600000,0.0023333,0.0024209,0.0022122,0.0023906,13758277701.0
29,1624752000000,0.0023906,0.0025012,0.0023279,0.0024959,8417525669.0
30,1624838400000,0.002496,0.00263,0.0024388,0.002582,9812526556.0
31,1624924800000,0.002582,0.0028916,0.0025684,0.0027849,16487033730.0
32,1625011200000,0.0027876,0.0028431,0.0025449,0.0027849,10659849370.0
33,1625097600000,0.0027861,0.0027977,0.0025858,0.0026336,8060498252.0
34,1625184000000,0.0026342,0.0026763,0.0025459,0.0026626,6000270689.0
35,1625270400000,0.0026616,0.00275,0.0026129,0.0026926,4631363470.0
36,1625356800000,0.0026932,0.0028,0.00264,0.0027346,5345043621.0
37,1625443200000,0.0027346,0.0027531,0.0025987,0.0026391,5236081171.0
38,1625529600000,0.0026395,0.00274,0.0026347,0.0026754,4975891875.0
39,1625616000000,0.0026754,0.00272,0.0026401,0.0026497,5236457784.0
40,1625702400000,0.0026499,0.0026562,0.0024446,0.0024853,5740696704.0
41,1625788800000,0.0024847,0.0025669,0.0023802,0.0025447,5170324272.0
42,1625875200000,0.0025451,0.0025886,0.0024623,0.0025024,4457459253.0
43,1625961600000,0.0025029,0.002544,0.0024567,0.0025237,3006460921.0
44,1626048000000,0.0025237,0.0025518,0.0024276,0.0024624,3572577001.0
45,1626134400000,0.0024613,0.0024733,0.002368,0.0023891,3212115025.0
46,1626220800000,0.0023907,0.0024038,0.0022604,0.002371,4761857588.0
47,1626307200000,0.0023715,0.0023995,0.002251,0.0022853,4982407951.0
48,1626393600000,0.0022867,0.0023299,0.0021403,0.0021594,4789244567.0
49,1626480000000,0.0021602,0.0022869,0.002125,0.0022377,6466428228.0
50,1626566400000,0.0022378,0.0023033,0.0021753,0.0022089,4366769973.0
51,1626652800000,0.002209,0.0022192,0.0020697,0.002084,4784810016.0
52,1626739200000,0.0020846,0.002123,0.0018869,0.00195,11228435241.0
53,1626825600000,0.0019508,0.0021471,0.0019039,0.0021222,8441373878.0
54,1626912000000,0.0021222,0.002165,0.0020561,0.0021628,5570201411.0
55,1626998400000,0.0021625,0.0022124,0.002088,0.0022067,6146675437.0
56,1627084800000,0.0022048,0.0023027,0.0021791,0.0022471,6660602752.0
57,1627171200000,0.0022464,0.0023193,0.0021887,0.0022921,7160982558.0
58,1627257600000,0.0022929,0.0030445,0.0022848,0.0025817,45531077803.0
59,1627344000000,0.0025817,0.0027116,0.0024342,0.0026626,11906282363.0
