,DateTime,Open,High,Low,Close,Volume
0,1622246400000,0.6514,0.7,0.5941,0.6283,29935454.89
1,1622332800000,0.6287,0.7734,0.5878,0.7394,37143839.02
2,1622419200000,0.7393,0.8574,0.6907,0.7933,69588340.74
3,1622505600000,0.7937,0.8294,0.7479,0.7684,34925276.32
4,1622592000000,0.7677,0.8138,0.7367,0.7664,26715052.5
5,1622678400000,0.7668,0.97,0.7534,0.9524,69373601.75
6,1622764800000,0.9512,0.9563,0.75,0.8016,68055940.77
7,1622851200000,0.8022,0.8489,0.7227,0.7544,41125906.74
8,1622937600000,0.7536,0.8198,0.7469,0.7838,25424301.33
9,1623024000000,0.784,0.8399,0.6883,0.6987,47555207.68
10,1623110400000,0.6994,0.7158,0.6274,0.6924,45729324.84
11,1623196800000,0.6925,0.7315,0.656,0.7092,47158776.67
12,1623283200000,0.709,0.7169,0.654,0.6642,30501308.21
13,1623369600000,0.6641,0.6815,0.6029,0.6136,29068812.22
14,1623456000000,0.6132,0.6254,0.5674,0.6025,23575551.82
15,1623542400000,0.6028,0.6941,0.5819,0.6848,29618752.83
16,1623628800000,0.6843,0.724,0.662,0.6829,46529457.4
17,1623715200000,0.6827,0.7611,0.674,0.7167,49055899.76
18,1623801600000,0.7164,0.7942,0.6685,0.6814,53480006.14
19,1623888000000,0.681,0.7208,0.6578,0.6861,27114715.17
20,1623974400000,0.686,0.6921,0.5916,0.6099,33283185.31
21,1624060800000,0.6095,0.6294,0.5901,0.6003,26259526.69
22,1624147200000,0.6006,0.6561,0.5643,0.6422,32742004.16
23,1624233600000,0.6424,0.6492,0.5,0.5042,46794251.12
24,1624320000000,0.5048,0.5528,0.4287,0.4937,56823107.02
25,1624406400000,0.4937,0.6087,0.4721,0.602,51869057.35
26,1624492800000,0.6014,0.6255,0.5757,0.6018,35722762.54
27,1624579200000,0.6024,0.6227,0.5215,0.5254,34092990.83
28,1624665600000,0.5258,0.5484,0.5033,0.5435,24145810.34
29,1624752000000,0.543,0.5596,0.517,0.5588,19005756.25
30,1624838400000,0.5584,0.5891,0.5422,0.5716,29838755.14
31,1624924800000,0.5715,0.624,0.5665,0.5795,40236078.75
32,1625011200000,0.5796,0.5923,0.5479,0.5914,28018285.98
33,1625097600000,0.5917,0.5924,0.5236,0.5361,22007298.91
34,1625184000000,0.5361,0.6049,0.52,0.6029,27737850.55
35,1625270400000,0.6025,0.6843,0.5877,0.6764,72364628.27
36,1625356800000,0.6763,0.7585,0.6438,0.7253,70367640.38
37,1625443200000,0.7251,0.8,0.6961,0.7328,103788700.61
38,1625529600000,0.733,0.768,0.6866,0.702,57398181.43
39,1625616000000,0.7018,0.7569,0.6874,0.7063,56806397.4
40,1625702400000,0.7066,0.7095,0.6326,0.6549,47384055.05
41,1625788800000,0.6556,0.7036,0.628,0.692,37937754.47
42,1625875200000,0.6921,0.7177,0.6485,0.6865,26923821.03
43,1625961600000,0.6866,0.7498,0.6822,0.7127,39506846.87
44,1626048000000,0.7129,0.7418,0.6619,0.67,29534992.87
45,1626134400000,0.67,0.6839,0.626,0.6331,23604887.88
46,1626220800000,0.6333,0.6509,0.5931,0.6384,24086859.57
47,1626307200000,0.6384,0.6523,0.5906,0.6003,23422613.35
48,1626393600000,0.6005,0.6173,0.5761,0.5807,18113424.4
49,1626480000000,0.5805,0.5894,0.5556,0.5587,15902465.73
50,1626566400000,0.5589,0.5864,0.5487,0.5516,12680626.28
51,1626652800000,0.5516,0.5572,0.5021,0.5075,20518109.29
52,1626739200000,0.5076,0.5186,0.4755,0.4921,20906421.42
53,1626825600000,0.4922,0.5766,0.474,0.5575,30643352.07
54,1626912000000,0.5576,0.5624,0.5276,0.5594,22990176.38
55,1626998400000,0.5595,0.5685,0.5173,0.5567,27498368.72
56,1627084800000,0.5569,0.5937,0.535,0.5497,51610243.33
57,1627171200000,0.5497,0.5566,0.5254,0.5425,35903322.78
58,1627257600000,0.5425,0.616,0.5391,0.5501,98194058.87
59,1627344000000,0.5498,0.5729,0.5242,0.5648,20205111.64
